CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,profile
26.305,1.712,2304.2,7.716,9.559,148.01,122.62,2.008,0.0,8.958,8.884,68.764,47.656,52.777,49.723,43.059,0.561,1
26.267,1.72,2304.4,7.874,9.574,148.01,122.44,2.133,0.0,8.943,8.886,68.914,47.641,52.695,49.723,43.055,0.567,1
25.97,1.694,2308.4,7.835,9.584,148.13,122.57,2.078,0.0,8.96,8.889,68.916,47.629,52.699,49.629,43.055,0.557,1
26.51,1.737,2310.0,7.863,9.581,148.15,122.77,2.023,0.0,8.975,8.909,68.959,47.559,52.691,49.711,42.98,0.55,1
26.237,1.72,2310.0,7.695,9.577,148.12,122.46,2.187,0.0,8.978,8.908,68.926,47.547,52.656,49.637,42.965,0.576,1
26.284,1.716,2308.4,7.71,9.575,148.02,122.3,2.187,0.0,8.965,8.899,68.959,47.539,52.613,49.535,42.902,0.538,1
26.418,1.725,2312.0,7.761,9.552,148.13,122.65,1.969,0.0,8.977,8.901,68.945,47.473,52.617,49.535,42.891,0.556,1
26.369,1.717,2310.2,7.851,9.597,148.16,122.74,2.156,0.0,8.94,8.858,68.919,47.492,52.555,49.555,42.898,0.551,1
26.162,1.7,2312.6,7.756,9.583,148.17,122.79,2.211,0.0,8.943,8.869,68.971,47.484,52.547,49.5,42.898,0.551,1
26.439,1.721,2312.2,7.708,9.566,148.16,122.67,2.086,0.0,8.943,8.872,68.868,47.437,52.492,49.453,42.82,0.54,1
26.622,1.741,2306.4,7.653,9.576,148.09,122.53,2.219,0.0,8.958,8.884,68.962,47.43,52.449,49.488,42.809,0.545,1
26.312,1.714,2314.6,7.764,9.604,148.15,122.69,1.914,0.0,8.938,8.88,68.742,47.402,52.441,49.453,42.805,0.54,1
25.796,1.687,2313.8,7.81,9.591,148.13,122.81,1.945,0.0,8.995,8.922,68.992,47.309,52.437,49.371,42.883,0.551,1
26.683,1.741,2310.4,7.944,9.608,148.26,122.72,2.031,0.0,8.948,8.878,69.175,47.32,52.422,49.441,42.703,0.562,1
26.305,1.719,2310.2,7.73,9.604,148.13,122.69,2.141,0.0,8.995,8.925,68.76,47.309,52.434,49.371,42.715,0.548,1
26.064,1.704,2312.0,7.755,9.586,148.19,122.57,2.141,0.0,8.977,8.906,68.935,47.293,52.441,49.293,42.719,0.55,1
26.649,1.747,2314.0,7.931,9.626,148.15,122.71,2.156,0.0,8.944,8.876,69.078,47.305,52.437,49.324,42.715,0.55,1
26.414,1.719,2314.6,7.699,9.609,148.19,122.52,2.055,0.0,8.94,8.882,68.809,47.266,52.379,49.285,42.637,0.546,1
26.438,1.711,2316.0,7.881,9.613,148.17,122.73,2.109,0.0,8.955,8.88,68.987,47.281,52.355,49.273,42.648,0.55,1
26.317,1.719,2314.2,7.824,9.614,148.26,122.79,2.0,0.0,8.969,8.892,68.845,47.246,52.332,49.285,42.648,0.557,1
26.379,1.719,2312.4,7.791,9.592,148.27,122.85,2.023,0.0,8.964,8.897,68.892,47.227,52.312,49.285,42.645,0.568,1
26.41,1.721,2315.8,7.777,9.618,148.07,122.84,2.062,0.0,8.979,8.911,68.849,47.23,52.258,49.285,42.637,0.539,1
26.352,1.724,2314.0,7.779,9.601,148.15,122.63,2.133,0.0,9.005,8.927,68.823,47.238,52.262,49.289,42.652,0.548,1
26.364,1.714,2313.8,7.726,9.634,148.23,122.48,2.062,0.0,8.963,8.887,68.912,47.145,52.242,49.277,42.648,0.545,1
26.127,1.693,2311.8,7.729,9.606,148.18,122.56,2.078,0.0,8.97,8.896,69.072,47.242,52.27,49.195,42.664,0.553,1
26.388,1.717,2311.0,7.86,9.597,148.29,122.82,2.102,0.0,9.002,8.928,69.075,47.145,52.258,49.195,42.57,0.559,1
26.279,1.713,2312.2,7.721,9.594,148.06,122.73,2.227,0.0,8.971,8.901,68.87,47.148,52.219,49.191,42.57,0.546,1
26.325,1.721,2308.0,7.703,9.635,148.32,122.59,2.156,0.0,8.958,8.884,69.0,47.137,52.191,49.195,42.574,0.537,1
26.333,1.722,2308.0,7.857,9.582,148.29,122.65,2.117,0.0,9.002,8.933,68.932,47.078,52.176,49.203,42.566,0.549,1
26.295,1.718,2310.2,7.766,9.592,148.36,122.85,2.133,0.0,8.993,8.922,68.791,47.059,52.164,49.195,42.574,0.551,1
26.146,1.686,2311.6,7.831,9.637,148.18,122.69,2.055,0.0,8.957,8.884,68.954,47.066,52.148,49.125,42.574,0.562,1
26.282,1.715,2308.0,7.873,9.595,148.2,122.62,2.102,0.0,8.978,8.899,69.124,47.012,52.18,49.195,42.57,0.579,1
26.088,1.691,2311.6,7.881,9.597,148.36,122.98,2.109,0.0,8.978,8.898,68.949,47.078,52.187,49.113,42.574,0.588,1
26.369,1.714,2306.0,7.876,9.603,148.36,122.75,2.133,0.0,8.985,8.906,69.064,47.059,52.187,49.117,42.5,0.582,1
26.151,1.701,2309.6,7.772,9.586,148.27,122.56,2.172,0.0,8.995,8.917,69.03,47.047,52.156,49.059,42.48,0.569,1
26.272,1.712,2307.0,7.892,9.606,148.23,122.66,2.102,0.0,8.97,8.897,69.114,47.0,52.176,49.113,42.5,0.576,1
26.035,1.695,2309.2,7.804,9.616,148.23,122.62,2.086,0.0,8.969,8.906,68.924,46.98,52.156,49.098,42.48,0.572,1
26.272,1.716,2307.4,7.704,9.603,148.21,122.59,2.008,0.0,8.993,8.922,68.986,47.055,52.168,49.109,42.508,0.545,1
26.104,1.695,2305.8,7.904,9.587,148.31,122.64,2.172,0.0,8.985,8.917,69.134,47.016,52.129,49.055,42.48,0.55,1
26.135,1.685,2311.2,7.789,9.629,148.23,122.74,2.062,0.0,8.958,8.874,69.01,47.016,52.141,49.035,42.504,0.567,1
26.236,1.692,2319.8,7.876,9.595,148.27,122.67,2.078,0.0,9.018,8.942,68.817,47.031,52.113,49.059,42.488,0.558,1
26.208,1.705,2314.0,7.791,9.639,148.44,122.67,2.023,0.0,8.962,8.892,68.705,47.027,52.121,49.055,42.492,0.557,1
26.135,1.703,2312.0,7.779,9.603,148.32,122.56,2.062,0.0,9.007,8.926,68.852,46.965,52.094,49.117,42.473,0.548,1
26.166,1.689,2315.4,7.814,9.601,148.23,122.66,2.062,0.0,8.997,8.92,68.862,46.973,52.113,49.059,42.492,0.551,1
26.111,1.697,2314.0,7.868,9.618,148.34,122.69,2.047,0.0,8.973,8.894,68.763,47.031,52.094,49.047,42.5,0.555,1
26.089,1.691,2316.4,7.668,9.615,148.23,122.53,2.219,0.0,9.007,8.939,68.685,47.004,52.102,49.035,42.492,0.548,1
25.957,1.701,2312.6,7.796,9.589,148.52,122.69,2.164,0.0,9.007,8.944,68.829,47.031,52.102,49.02,42.488,0.547,1
25.927,1.686,2311.8,7.797,9.646,148.32,122.69,2.078,0.0,8.985,8.906,68.91,46.98,52.086,49.031,42.5,0.548,1
26.066,1.69,2313.8,7.724,9.606,148.34,122.69,2.047,0.0,9.029,8.955,68.917,47.012,52.086,49.035,42.504,0.564,1
26.365,1.714,2314.0,7.886,9.604,148.27,122.77,2.195,0.0,8.969,8.897,68.937,47.039,52.086,49.035,42.402,0.555,1
25.989,1.705,2317.6,7.792,9.614,148.41,122.64,2.109,0.0,9.015,8.938,68.82,46.977,52.02,49.031,42.492,0.549,1
26.288,1.709,2315.6,7.926,9.586,148.31,122.59,2.047,0.0,8.985,8.911,68.762,46.977,52.047,49.047,42.492,0.582,1
26.249,1.716,2309.6,7.644,9.615,148.23,122.74,2.109,0.0,8.998,8.917,68.922,46.961,52.07,49.035,42.41,0.555,1
26.345,1.708,2313.2,7.658,9.603,148.37,122.79,2.133,0.0,8.963,8.889,69.038,46.883,52.004,49.043,42.422,0.549,1
26.285,1.706,2313.8,7.816,9.599,148.34,122.8,2.047,0.0,8.96,8.885,68.806,46.906,52.004,49.027,42.414,0.541,1
26.342,1.712,2307.8,7.758,9.613,148.36,122.62,2.031,0.0,8.995,8.923,68.916,46.965,52.027,48.941,42.426,0.573,1
25.988,1.687,2311.4,7.651,9.601,148.23,122.48,2.219,0.0,8.993,8.916,68.934,46.879,52.012,48.949,42.402,0.543,1
26.089,1.692,2310.8,7.735,9.642,148.42,122.88,2.0,0.0,8.95,8.871,68.876,46.887,52.02,48.941,42.422,0.554,1
26.184,1.713,2313.6,7.785,9.597,148.38,122.56,2.102,0.0,8.986,8.922,69.025,46.883,51.992,49.02,42.422,0.557,1
26.093,1.692,2309.8,7.823,9.592,148.45,122.72,2.031,0.0,9.005,8.933,69.028,46.879,51.984,48.949,42.422,0.562,1
25.743,1.687,2309.6,7.724,9.619,148.36,122.73,2.172,0.0,8.967,8.884,69.049,46.879,51.949,48.867,42.422,0.548,1
26.417,1.713,2309.6,7.751,9.633,148.34,122.74,2.008,0.0,8.993,8.923,68.917,46.883,51.934,48.934,42.332,0.577,1
25.973,1.692,2309.8,7.724,9.624,148.36,122.53,2.117,0.0,8.984,8.917,68.82,46.887,51.945,48.961,42.426,0.545,1
26.215,1.711,2310.0,7.747,9.621,148.4,122.87,2.195,0.0,8.981,8.91,69.099,46.895,51.949,48.941,42.328,0.558,1
26.036,1.696,2307.8,7.732,9.597,148.34,122.77,2.078,0.0,8.967,8.894,68.892,46.793,51.934,48.914,42.328,0.553,1
26.384,1.717,2311.8,7.804,9.615,148.34,123.0,2.141,0.0,8.984,8.917,69.057,46.801,51.918,48.965,42.32,0.56,1
25.939,1.692,2311.6,7.788,9.615,148.37,122.92,2.109,0.0,8.988,8.913,68.873,46.801,51.922,48.961,42.348,0.551,1
26.323,1.718,2315.4,7.779,9.601,148.37,122.79,2.0,0.0,9.024,8.951,69.049,46.867,51.922,48.965,42.332,0.557,1
26.246,1.699,2314.8,7.738,9.602,148.36,122.59,2.062,0.0,8.988,8.906,68.947,46.883,51.934,48.867,42.328,0.574,1
26.098,1.693,2316.2,7.659,9.632,148.49,122.81,2.047,0.0,8.995,8.91,68.958,46.887,51.934,48.887,42.328,0.566,1
26.602,1.727,2319.8,7.699,9.606,148.47,122.51,2.102,0.0,9.037,8.95,68.924,46.883,51.922,48.879,42.238,0.554,1
26.409,1.715,2313.6,7.674,9.613,148.36,122.88,2.102,0.0,8.984,8.909,68.9,46.789,51.937,48.898,42.23,0.555,1
26.163,1.697,2308.0,7.808,9.616,148.31,122.74,2.047,0.0,8.98,8.909,68.944,46.801,51.922,48.883,42.332,0.539,1
26.445,1.717,2310.0,7.741,9.616,148.31,122.91,2.164,0.0,9.014,8.939,69.082,46.805,51.934,48.879,42.242,0.553,1
26.086,1.701,2312.2,7.716,9.611,148.49,122.95,2.031,0.0,9.017,8.946,68.878,46.82,51.895,48.855,42.32,0.549,1
26.429,1.714,2316.2,7.77,9.639,148.49,122.75,2.141,0.0,8.979,8.908,68.803,46.812,51.879,48.848,42.254,0.57,1
26.001,1.691,2315.2,7.689,9.601,148.34,122.83,2.086,0.0,9.023,8.952,68.952,46.805,51.895,48.867,42.328,0.558,1
26.066,1.699,2318.2,7.883,9.649,148.31,122.84,2.141,0.0,8.991,8.921,68.879,46.801,51.828,48.855,42.309,0.547,1
26.245,1.706,2317.6,7.868,9.62,148.47,122.98,2.047,0.0,9.005,8.929,68.98,46.816,51.84,48.793,42.25,0.574,1
26.375,1.716,2311.8,7.739,9.635,148.39,122.79,2.164,0.0,9.021,8.945,68.938,46.801,51.852,48.867,42.238,0.56,1
26.331,1.718,2317.4,7.815,9.63,148.36,122.84,2.109,0.0,8.986,8.911,68.865,46.805,51.816,48.867,42.32,0.569,1
26.453,1.72,2313.8,7.756,9.591,148.48,122.87,2.078,0.0,9.029,8.955,68.846,46.801,51.754,48.855,42.238,0.568,1
26.187,1.697,2314.8,7.818,9.608,148.48,123.0,2.055,0.0,8.998,8.919,68.945,46.781,51.812,48.816,42.238,0.571,1
26.273,1.704,2313.8,7.704,9.608,148.52,122.81,2.078,0.0,8.985,8.921,68.791,46.777,51.801,48.785,42.242,0.547,1
26.507,1.713,2310.0,7.773,9.636,148.52,122.93,2.055,0.0,8.985,8.906,68.996,46.793,51.785,48.855,42.215,0.552,1
26.257,1.697,2311.6,7.821,9.646,148.28,122.9,2.164,0.0,8.977,8.894,68.903,46.805,51.773,48.867,42.23,0.558,1
26.453,1.719,2315.4,7.777,9.644,148.31,122.88,2.055,0.0,8.964,8.889,68.873,46.723,51.773,48.871,42.23,0.535,1
26.308,1.701,2314.6,7.756,9.639,148.56,122.87,2.164,0.0,8.991,8.908,69.047,46.723,51.77,48.82,42.25,0.558,1
26.099,1.696,2310.8,7.853,9.611,148.34,122.64,2.141,0.0,8.964,8.892,69.063,46.727,51.758,48.773,42.23,0.556,1
26.219,1.704,2311.6,7.823,9.594,148.53,122.73,2.078,0.0,9.01,8.937,69.097,46.707,51.754,48.793,42.215,0.573,1
26.37,1.697,2312.4,7.904,9.592,148.47,122.83,2.164,0.0,9.01,8.943,69.105,46.719,51.719,48.789,42.211,0.571,1
25.925,1.669,2315.4,7.684,9.606,148.32,122.67,2.109,0.0,8.997,8.929,68.962,46.734,51.715,48.695,42.223,0.562,1
25.972,1.675,2313.8,7.888,9.616,148.42,122.9,2.047,0.0,8.988,8.914,68.982,46.711,51.672,48.699,42.23,0.57,1
26.5,1.715,2313.8,7.863,9.616,148.39,122.91,2.031,0.0,9.039,8.974,68.911,46.707,51.691,48.773,42.172,0.559,1
26.472,1.709,2317.6,7.826,9.611,148.31,122.72,1.977,0.0,8.976,8.911,68.862,46.719,51.703,48.777,42.16,0.556,1
26.177,1.694,2318.0,7.829,9.603,148.39,122.92,2.047,0.0,9.027,8.958,68.714,46.719,51.664,48.766,42.238,0.572,1
26.363,1.717,2314.8,7.89,9.608,148.32,122.77,1.992,0.0,9.003,8.933,68.954,46.707,51.691,48.777,42.16,0.538,1
26.306,1.711,2319.0,7.815,9.63,148.45,122.98,2.078,0.0,8.988,8.909,68.704,46.711,51.664,48.785,42.172,0.553,1
26.417,1.708,2320.0,7.831,9.626,148.41,122.93,2.031,0.0,9.009,8.931,68.741,46.707,51.648,48.793,42.164,0.548,1
26.341,1.719,2317.8,7.781,9.597,148.4,122.92,1.969,0.0,9.038,8.967,68.753,46.707,51.664,48.789,42.148,0.57,1
26.426,1.714,2322.2,7.839,9.615,148.45,122.85,2.109,0.0,8.996,8.915,68.687,46.719,51.66,48.699,42.148,0.558,1
26.402,1.695,2323.8,7.915,9.615,148.44,122.82,2.102,0.0,9.039,8.965,68.816,46.641,51.652,48.695,42.148,0.57,1
26.533,1.707,2326.0,7.821,9.613,148.44,122.85,2.109,0.0,8.998,8.92,68.775,46.707,51.652,48.695,42.07,0.561,1
26.426,1.709,2321.6,7.894,9.627,148.41,122.77,2.023,0.0,8.998,8.925,68.804,46.719,51.664,48.785,42.16,0.564,1
26.668,1.737,2322.0,7.879,9.603,148.38,122.96,2.133,0.0,9.043,8.979,68.765,46.641,51.648,48.707,42.0,0.554,1
26.403,1.716,2322.0,7.865,9.619,148.38,122.67,2.023,0.0,9.005,8.929,68.916,46.641,51.652,48.691,42.07,0.57,1
26.239,1.694,2319.2,7.879,9.633,148.4,122.79,2.141,0.0,8.991,8.913,68.999,46.719,51.652,48.684,42.164,0.562,1
26.512,1.705,2320.4,7.804,9.606,148.48,122.84,2.078,0.0,9.045,8.967,68.664,46.711,51.664,48.641,42.066,0.566,1
26.204,1.698,2320.2,7.821,9.615,148.55,123.04,1.992,0.0,8.987,8.91,68.779,46.629,51.66,48.691,42.16,0.557,1
26.516,1.727,2318.2,7.821,9.603,148.44,122.79,2.141,0.0,9.049,8.962,68.894,46.723,51.664,48.695,42.07,0.553,1
26.517,1.714,2317.2,7.882,9.616,148.34,122.77,2.133,0.0,8.987,8.913,69.099,46.645,51.648,48.691,42.078,0.554,1
26.254,1.698,2312.6,7.828,9.624,148.44,122.84,2.086,0.0,8.975,8.91,68.946,46.629,51.633,48.711,42.16,0.562,1
26.554,1.711,2315.6,7.842,9.606,148.48,122.85,2.055,0.0,9.015,8.933,68.836,46.629,51.625,48.699,42.156,0.555,1
26.368,1.692,2317.4,7.791,9.603,148.31,122.72,2.062,0.0,9.009,8.927,68.862,46.629,51.66,48.691,42.172,0.544,1
26.347,1.696,2316.0,7.892,9.587,148.52,122.88,2.062,0.0,8.997,8.93,68.689,46.711,51.664,48.641,42.082,0.549,1
26.324,1.703,2313.6,7.752,9.575,148.37,122.8,1.867,0.0,9.009,8.925,68.911,46.645,51.633,48.641,42.082,0.556,1
26.505,1.718,2317.0,7.724,9.579,148.34,122.51,2.187,0.0,9.019,8.95,68.879,46.605,51.598,48.699,42.09,0.573,1
26.39,1.718,2315.6,7.744,9.587,148.39,122.91,2.078,0.0,9.02,8.933,68.808,46.59,51.57,48.699,42.082,0.592,1
26.399,1.713,2317.6,7.763,9.59,148.31,122.93,2.055,0.0,9.007,8.938,68.858,46.641,51.582,48.691,42.07,0.575,1
26.357,1.705,2311.8,7.724,9.594,148.56,122.67,2.164,0.0,8.972,8.894,68.986,46.578,51.566,48.664,42.066,0.581,1
26.673,1.721,2311.6,7.714,9.616,148.29,122.83,2.133,0.0,8.976,8.893,68.983,46.629,51.578,48.645,41.984,0.586,1
26.242,1.704,2313.2,7.695,9.611,148.41,122.77,2.141,0.0,9.026,8.953,69.06,46.586,51.527,48.707,42.082,0.555,1
26.516,1.717,2313.6,7.772,9.617,148.5,122.62,2.141,0.0,8.977,8.901,68.928,46.602,51.512,48.629,42.0,0.555,1
26.207,1.709,2316.2,7.718,9.602,148.48,122.73,2.102,0.0,9.042,8.95,69.022,46.547,51.496,48.641,42.07,0.545,1
26.435,1.712,2315.6,7.691,9.628,148.44,122.81,2.117,0.0,8.988,8.903,68.923,46.562,51.523,48.613,41.988,0.548,1
26.6,1.722,2312.2,7.972,9.619,148.28,122.82,2.0,0.0,8.997,8.925,69.137,46.613,51.559,48.656,41.992,0.538,1
26.476,1.73,2315.2,7.666,9.597,148.37,122.79,2.195,0.0,9.043,8.969,68.899,46.59,51.559,48.617,41.992,0.554,1
26.536,1.72,2314.6,7.721,9.626,148.39,122.8,2.086,0.0,8.984,8.899,68.939,46.602,51.566,48.609,41.988,0.556,1
26.547,1.717,2314.2,7.714,9.614,148.49,122.69,2.078,0.0,9.017,8.939,68.996,46.574,51.531,48.617,41.988,0.571,1
26.456,1.728,2309.8,7.688,9.604,148.42,122.77,2.078,0.0,8.962,8.892,69.09,46.551,51.527,48.629,42.0,0.591,1
26.548,1.72,2312.6,7.882,9.615,148.36,122.77,2.102,0.0,8.99,8.911,69.04,46.539,51.488,48.617,41.988,0.56,1
26.582,1.73,2311.0,7.747,9.608,148.48,123.06,2.117,0.0,9.009,8.932,69.058,46.566,51.504,48.641,41.992,0.572,1
26.436,1.721,2309.6,7.741,9.631,148.32,122.84,2.078,0.0,9.035,8.955,69.263,46.547,51.496,48.609,41.992,0.583,1
26.518,1.719,2307.8,7.721,9.594,148.39,122.52,2.133,0.0,9.026,8.94,69.137,46.562,51.5,48.617,42.0,0.561,1
26.687,1.725,2310.8,7.808,9.626,148.56,122.92,1.969,0.0,9.019,8.947,69.211,46.617,51.488,48.652,41.992,0.568,1
26.657,1.716,2302.2,7.659,9.604,148.34,122.63,2.156,0.0,9.021,8.941,69.167,46.602,51.488,48.652,41.988,0.562,1
26.699,1.715,2307.0,7.77,9.608,148.47,122.79,2.055,0.0,8.997,8.915,69.288,46.594,51.527,48.609,41.988,0.555,1
26.796,1.712,2308.8,7.879,9.621,148.64,122.88,2.008,0.0,8.99,8.906,69.285,46.633,51.512,48.613,41.988,0.575,1
26.869,1.724,2312.0,7.786,9.617,148.48,122.77,2.195,0.0,8.99,8.913,69.055,46.613,51.477,48.637,42.0,0.573,1
26.734,1.723,2313.2,7.812,9.64,148.59,123.14,2.102,0.0,9.024,8.936,69.08,46.555,51.496,48.617,41.992,0.558,1
26.619,1.725,2306.0,7.754,9.624,148.37,122.69,2.109,0.0,8.98,8.894,69.195,46.535,51.504,48.656,42.0,0.55,1
26.52,1.719,2311.6,7.758,9.604,148.44,122.87,2.141,0.0,9.02,8.957,69.191,46.547,51.496,48.625,41.984,0.544,1
26.345,1.713,2305.8,7.691,9.606,148.64,123.14,2.031,0.0,9.023,8.95,69.21,46.547,51.488,48.637,42.0,0.548,1
26.322,1.712,2309.8,7.71,9.604,148.37,122.75,2.062,0.0,9.013,8.941,69.131,46.555,51.477,48.609,41.984,0.571,1
26.513,1.726,2309.8,7.716,9.617,148.34,122.85,2.078,0.0,9.019,8.936,69.15,46.555,51.5,48.613,41.977,0.583,1
26.467,1.713,2311.6,7.684,9.643,148.39,122.77,2.117,0.0,8.976,8.903,68.996,46.535,51.461,48.609,41.984,0.563,1
26.47,1.719,2311.6,7.871,9.597,148.53,122.91,2.117,0.0,9.023,8.948,69.217,46.551,51.488,48.617,41.988,0.583,1
26.581,1.714,2315.8,7.716,9.612,148.56,122.98,2.047,0.0,8.992,8.915,69.018,46.539,51.422,48.613,41.992,0.587,1
26.353,1.717,2313.8,7.661,9.595,148.49,122.9,2.219,0.0,9.033,8.955,69.084,46.547,51.473,48.602,41.977,0.585,1
26.376,1.717,2307.8,7.766,9.614,148.5,122.92,2.133,0.0,8.998,8.917,69.16,46.547,51.457,48.629,41.988,0.591,1
26.201,1.692,2307.8,7.72,9.608,148.52,123.19,2.047,0.0,8.988,8.911,69.26,46.547,51.496,48.543,42.012,0.603,1
26.66,1.734,2311.8,7.663,9.624,148.39,122.91,1.977,0.0,8.983,8.901,69.208,46.539,51.5,48.551,41.926,0.589,1
26.68,1.731,2312.4,7.772,9.635,148.66,123.03,2.047,0.0,9.016,8.936,69.296,46.457,51.441,48.535,41.922,0.584,1
26.35,1.715,2316.0,7.876,9.632,148.59,122.73,2.062,0.0,8.988,8.903,69.028,46.445,51.395,48.609,41.992,0.582,1
26.594,1.72,2312.0,7.747,9.619,148.44,122.84,2.078,0.0,9.031,8.955,69.135,46.469,51.402,48.531,41.898,0.585,1
26.561,1.721,2312.0,7.777,9.62,148.41,122.79,2.156,0.0,9.038,8.96,69.245,46.535,51.418,48.523,41.922,0.572,1
26.472,1.716,2308.0,7.926,9.617,148.41,122.67,2.023,0.0,9.01,8.923,69.214,46.457,51.395,48.535,41.918,0.56,1
26.478,1.712,2309.8,7.829,9.62,148.44,122.77,1.992,0.0,8.978,8.903,69.315,46.461,51.402,48.531,41.918,0.576,1
26.503,1.71,2308.0,7.848,9.637,148.44,123.09,1.992,0.0,8.974,8.899,69.273,46.453,51.391,48.523,41.922,0.594,1
26.906,1.736,2303.6,7.689,9.624,148.5,123.0,2.102,0.0,8.978,8.894,69.228,46.461,51.395,48.609,41.973,0.586,1
26.633,1.716,2306.4,7.733,9.629,148.63,123.11,2.141,0.0,8.988,8.917,69.194,46.539,51.402,48.52,41.977,0.588,1
26.484,1.696,2312.2,7.766,9.618,148.45,122.77,2.023,0.0,9.0,8.925,69.092,46.453,51.395,48.523,41.992,0.601,1
26.605,1.715,2306.0,7.766,9.617,148.41,122.98,2.109,0.0,9.035,8.953,69.213,46.453,51.387,48.535,41.922,0.573,1
26.271,1.689,2315.8,7.913,9.639,148.69,122.88,2.133,0.0,8.99,8.91,69.14,46.469,51.406,48.469,41.984,0.584,1
26.641,1.714,2321.0,7.798,9.617,148.56,123.19,2.047,0.0,9.002,8.931,69.088,46.367,51.391,48.535,41.922,0.584,1
26.637,1.698,2320.6,7.876,9.626,148.66,122.85,2.008,0.0,9.057,8.979,69.187,46.375,51.367,48.453,41.918,0.571,1
26.543,1.697,2318.2,7.781,9.623,148.63,122.84,2.164,0.0,9.016,8.935,69.105,46.473,51.391,48.449,41.91,0.595,1
26.749,1.716,2319.8,7.781,9.619,148.6,122.77,2.141,0.0,9.014,8.929,69.176,46.375,51.367,48.52,41.918,0.58,1
26.366,1.693,2311.8,7.723,9.621,148.58,122.82,2.008,0.0,9.03,8.955,69.116,46.441,51.395,48.453,41.91,0.578,1
26.366,1.693,2319.4,7.798,9.624,148.69,123.14,2.055,0.0,9.028,8.953,69.085,46.461,51.367,48.48,41.91,0.569,1
26.441,1.708,2317.6,7.829,9.633,148.71,122.88,2.086,0.0,9.005,8.929,69.244,46.473,51.395,48.453,41.844,0.585,1
26.503,1.716,2313.8,7.704,9.631,148.66,122.88,2.117,0.0,9.013,8.927,69.012,46.367,51.367,48.449,41.832,0.564,1
26.562,1.717,2315.6,7.886,9.613,148.56,123.09,2.008,0.0,9.015,8.941,69.08,46.375,51.309,48.453,41.828,0.574,1
26.332,1.692,2341.0,7.459,9.632,148.05,122.52,2.0,0.0,9.009,8.932,64.991,46.363,51.238,48.375,41.84,0.558,1
26.571,1.693,2341.8,7.476,9.632,147.93,122.56,1.898,0.0,9.042,8.957,65.2,46.203,51.145,48.277,41.738,0.569,0
26.472,1.675,2334.0,7.508,9.633,148.02,122.57,1.969,0.0,9.025,8.951,65.266,46.164,51.156,48.223,41.738,0.576,0
26.577,1.675,2339.4,7.327,9.637,148.08,122.43,1.914,0.0,9.028,8.955,65.025,46.152,51.09,48.195,41.754,0.585,0
26.578,1.682,2341.4,7.396,9.636,148.16,122.35,2.047,0.0,9.055,8.984,65.003,46.16,51.012,48.223,41.738,0.585,0
26.448,1.675,2337.8,7.366,9.637,147.94,122.54,2.031,0.0,9.04,8.955,65.072,46.137,51.0,48.207,41.746,0.573,0
26.432,1.673,2338.6,7.433,9.66,148.07,122.66,1.953,0.0,9.024,8.955,65.075,46.129,50.953,48.199,41.734,0.578,0
27.323,1.722,2337.6,7.456,9.646,148.1,122.65,1.945,0.0,9.01,8.933,65.121,46.125,50.984,48.211,41.578,0.589,0
27.014,1.714,2335.8,7.482,9.651,148.07,122.56,1.945,0.0,9.014,8.943,65.182,46.129,50.918,48.199,41.578,0.579,0
26.461,1.676,2337.4,7.465,9.624,148.02,122.56,1.953,0.0,9.054,8.976,65.194,46.125,50.898,48.113,41.656,0.58,0
26.791,1.718,2333.8,7.504,9.637,147.94,122.54,2.023,0.0,9.049,8.969,65.201,46.055,50.887,48.207,41.594,0.576,0
26.588,1.7,2337.8,7.475,9.635,148.05,122.64,2.078,0.0,9.024,8.946,65.254,46.059,50.898,48.125,41.582,0.577,0
26.816,1.722,2338.2,7.514,9.64,148.05,122.56,2.062,0.0,9.019,8.936,65.045,46.062,50.906,48.199,41.574,0.595,0
26.574,1.7,2340.2,7.431,9.652,147.9,122.39,1.977,0.0,9.024,8.948,65.034,46.07,50.898,48.117,41.566,0.581,0
26.176,1.674,2341.2,7.442,9.637,148.05,122.65,2.055,0.0,9.022,8.945,64.945,45.953,50.902,48.035,41.582,0.596,0
26.444,1.703,2342.0,7.448,9.657,148.17,122.84,1.883,0.0,9.013,8.947,64.985,46.055,50.898,48.125,41.578,0.581,0
26.955,1.727,2340.8,7.416,9.628,148.21,122.98,2.031,0.0,9.055,8.984,65.042,46.047,50.902,48.125,41.555,0.603,0
26.721,1.697,2336.8,7.454,9.648,148.1,122.98,1.977,0.0,9.044,8.975,65.092,46.059,50.891,48.125,41.582,0.59,0
26.843,1.7,2337.4,7.504,9.636,147.91,122.31,1.977,0.0,9.049,8.972,65.057,46.055,50.906,48.113,41.566,0.607,0
26.817,1.702,2335.8,7.488,9.626,147.93,122.53,2.047,0.0,9.049,8.974,65.094,46.121,50.906,48.102,41.582,0.589,0
26.833,1.699,2339.6,7.422,9.626,148.01,122.61,1.937,0.0,9.071,8.997,64.967,46.047,50.879,48.133,41.578,0.59,0
26.785,1.698,2343.4,7.494,9.653,147.9,122.46,2.055,0.0,9.034,8.955,65.164,46.059,50.902,48.102,41.656,0.576,0
26.785,1.692,2337.6,7.471,9.644,148.06,122.56,1.922,0.0,9.026,8.947,65.187,46.125,50.898,48.195,41.578,0.584,0
